datetime,portfolio_value,cash,return
2020-01-02 09:30:00-05:00,100000.0,100000.0,
2020-01-03 09:30:00-05:00,99631.09924316406,49851.29867553711,-0.003689007568359326
2020-01-04 09:30:00-05:00,99631.09924316406,24800.818389892578,0.0
2020-01-06 09:30:00-05:00,99474.98611450195,24800.818389892578,-0.0015669116355033763
2020-01-07 09:30:00-05:00,100163.1457824707,12301.708770751953,0.0069179167029651545
2020-01-08 09:30:00-05:00,100139.8696899414,6164.3289794921875,-0.00023238180418017063
2020-01-09 09:30:00-05:00,101109.09005737305,2934.928955078125,0.009678666153976279
2020-01-10 09:30:00-05:00,101453.74154663086,1630.2889404296875,0.0034087092373420447
2020-01-11 09:30:00-05:00,101453.74154663086,975.7089233398438,0.0
2020-01-13 09:30:00-05:00,101177.44342041016,975.7089233398438,-0.0027233902072868466
2020-01-14 09:30:00-05:00,101510.07928466797,649.3189086914062,0.003287648442307889
2020-01-15 09:30:00-05:00,101473.00079345703,321.8489074707031,-0.0003652690597054642
2020-01-16 09:30:00-05:00,102199.15267944336,321.8489074707031,0.007156109312903558
2020-01-17 09:30:00-05:00,102817.15267944336,321.8489074707031,0.006047016866552735
2020-01-18 09:30:00-05:00,102817.15267944336,321.8489074707031,0.0
2020-01-21 09:30:00-05:00,102569.94702148438,321.8489074707031,-0.0024043231262171894
2020-01-22 09:30:00-05:00,102984.00588989258,321.8489074707031,0.004036843933647338
2020-01-23 09:30:00-05:00,102486.52041625977,321.8489074707031,-0.0048307061794110595
2020-01-24 09:30:00-05:00,103045.80966186523,321.8489074707031,0.005457198110872197
2020-01-25 09:30:00-05:00,103045.80966186523,321.8489074707031,0.0
2020-01-27 09:30:00-05:00,100138.11853027344,321.8489074707031,-0.02821746115764534
2020-01-28 09:30:00-05:00,100765.38815307617,321.8489074707031,0.006264044421936177
2020-01-29 09:30:00-05:00,101791.27041625977,321.8489074707031,0.010180899235213037
2020-01-30 09:30:00-05:00,100549.08438110352,321.8489074707031,-0.012203266842790383
2020-01-31 09:30:00-05:00,101364.8489074707,321.8489074707031,0.008113097512407519
2020-02-01 09:30:00-05:00,101364.8489074707,321.8489074707031,0.0
2020-02-03 09:30:00-05:00,100237.00079345703,321.8489074707031,-0.011126619594167275
2020-02-04 09:30:00-05:00,100237.00079345703,100237.00079345703,0.0
2020-02-05 09:30:00-05:00,100879.59799194336,50042.28967285156,0.006410778389214
2020-02-06 09:30:00-05:00,101253.52133178711,25122.040496826172,0.0037066299557777516
2020-02-07 09:30:00-05:00,100963.5823059082,12433.460357666016,-0.002863495728991361
2020-02-08 09:30:00-05:00,100963.5823059082,6109.880218505859,0.0
2020-02-10 09:30:00-05:00,100510.43334960938,6109.880218505859,-0.004488241660501324
2020-02-11 09:30:00-05:00,101959.85119628906,3128.8101196289062,0.014420571062887744
2020-02-12 09:30:00-05:00,102160.17608642578,1448.0101013183594,0.0019647428648268406
2020-02-13 09:30:00-05:00,101868.20571899414,774.3501281738281,-0.002857966564041914
2020-02-14 09:30:00-05:00,102366.51309204102,438.4901428222656,0.004891686955019736
2020-02-15 09:30:00-05:00,102366.51309204102,100.98013305664062,0.0
2020-02-18 09:30:00-05:00,102063.51309204102,100.98013305664062,-0.002959952340347516
2020-02-19 09:30:00-05:00,102451.35272216797,100.98013305664062,0.0037999831514441418
2020-02-20 09:30:00-05:00,102436.19717407227,100.98013305664062,-0.00014792921413930848
2020-02-21 09:30:00-05:00,101748.39050292969,100.98013305664062,-0.006714488531566309
2020-02-22 09:30:00-05:00,101748.39050292969,100.98013305664062,0.0
2020-02-24 09:30:00-05:00,98012.4045715332,100.98013305664062,-0.03671788726023051
2020-02-25 09:30:00-05:00,98254.80087280273,100.98013305664062,0.002473118605029523
2020-02-26 09:30:00-05:00,95614.76307525634,47545.22419586181,-0.02686930077812777
2020-02-27 09:30:00-05:00,94567.47966766357,71352.52031707764,-0.010953155913469903
2020-02-28 09:30:00-05:00,92075.39821624756,58297.4967880249,-0.026352414806589786
2020-02-29 09:30:00-05:00,92075.39821624756,62916.6969833374,0.0
2020-03-02 09:30:00-05:00,93035.9061203003,62916.6969833374,0.010431754004439853
2020-03-03 09:30:00-05:00,95361.6478805542,31604.6478805542,0.024998324380767656
2020-03-04 09:30:00-05:00,94492.98662567139,15820.1478805542,-0.009109125882250435
2020-03-05 09:30:00-05:00,94170.37111663818,7861.028007507324,-0.003414174115495272
2020-03-06 09:30:00-05:00,90668.68605804443,3896.2878646850586,-0.03718457320569135
2020-03-07 09:30:00-05:00,90607.95009613037,24356.051475524902,-0.0006698670131293216
2020-03-09 09:30:00-04:00,87453.0319442749,87453.0319442749,-0.034819440772120624
2020-03-10 09:30:00-04:00,86846.27156829834,43618.46968841553,-0.006938128530102783
2020-03-11 09:30:00-04:00,81115.86873626709,21723.86873626709,-0.06598329126339864
2020-03-12 09:30:00-04:00,81413.6485824585,70363.86873626709,0.0036710430502764346
2020-03-13 09:30:00-04:00,81413.6485824585,35109.809226989746,0.0
2020-03-14 09:30:00-04:00,79650.94560699462,50974.13600616454,-0.021651197387113186
2020-03-16 09:30:00-04:00,77934.21427307127,77934.21427307127,-0.021553182085167766
2020-03-17 09:30:00-04:00,76536.60534057615,38972.85534057615,-0.01793318820920009
2020-03-18 09:30:00-04:00,76232.1463264465,56613.6463264465,-0.003977952938660545
2020-03-19 09:30:00-04:00,76888.14608230587,28382.1463264465,0.008605290385636177
2020-03-20 09:30:00-04:00,76888.14608230587,14072.876398467983,0.0
2020-03-21 09:30:00-04:00,76172.68258590695,20633.312865447962,-0.00930525097630841
2020-03-23 09:30:00-04:00,74199.01396560666,27315.01433181759,-0.02591045179581808
2020-03-24 09:30:00-04:00,76895.11317825314,13718.654438018762,0.03633605176877697
2020-03-25 09:30:00-04:00,78225.01579666135,6862.294574737512,0.017295021275608446
2020-03-26 09:30:00-04:00,79350.01579666135,3369.0145149230593,0.014381588658599176
2020-03-27 09:30:00-04:00,79350.01579666135,1596.1244850158328,0.0
2020-03-28 09:30:00-04:00,79350.01579666135,836.31447219845,0.0
2020-03-30 09:30:00-04:00,81609.91371536252,836.31447219845,0.028480119329683307
2020-03-31 09:30:00-04:00,77684.95314407346,315.19447708126245,-0.04809416396368782
2020-04-01 09:30:00-04:00,76816.3692359924,562.2784767150515,-0.011180851283648097
2020-04-02 09:30:00-04:00,78554.20676040647,317.08847427364526,0.02262327081712412
2020-04-03 09:30:00-04:00,78554.20676040647,66.32847976680932,0.0
2020-04-04 09:30:00-04:00,78554.20676040647,66.32847976680932,0.0
2020-04-06 09:30:00-04:00,85894.05580520627,66.32847976680932,0.09343674065969054
2020-04-07 09:30:00-04:00,83937.80580520627,66.32847976680932,-0.0227751499409512
2020-04-08 09:30:00-04:00,86948.86427688596,66.32847976680932,0.03587249443555174
2020-04-09 09:30:00-04:00,86948.86427688596,66.32847976680932,0.0
2020-04-10 09:30:00-04:00,86948.86427688596,66.32847976680932,0.0
2020-04-13 09:30:00-04:00,88238.50225296017,39628.960352325405,0.014832142855453423
2020-04-14 09:30:00-04:00,87406.46135940548,19679.379572296108,-0.009429453949358901
2020-04-15 09:30:00-04:00,87847.27761306759,9964.429315948451,0.005043291386085613
2020-04-16 09:30:00-04:00,89697.59087600705,4939.729425811733,0.021062841253764786
2020-04-17 09:30:00-04:00,89900.55029983516,36249.109381866416,0.002262707636247141
2020-04-18 09:30:00-04:00,89900.55029983516,17984.789069366416,0.0
2020-04-20 09:30:00-04:00,87720.7518379211,17984.789069366416,-0.024246775516323593
2020-04-21 09:30:00-04:00,88180.83045120235,9129.428717803916,0.005244809279921769
2020-04-22 09:30:00-04:00,88822.82569046016,4675.828620147666,0.007280439932044969
2020-04-23 09:30:00-04:00,88896.75208206172,2431.908698272666,0.0008322904729376468
2020-04-24 09:30:00-04:00,88896.75208206172,1308.9886543273533,0.0
2020-04-25 09:30:00-04:00,88896.75208206172,747.528632354697,0.0
